node_id,lat,lon
1589344000,53.7157156,91.4560479
1589344006,53.7157382,91.4562248
1589343902,53.7155085,91.4582267
1589343981,53.7156181,91.4582457
1589344005,53.7157325,91.4582104
1589343207,53.7148356,91.4479091
1589342870,53.714653,91.4479716
1589342676,53.7145338,91.4482139
1589342674,53.7145295,91.4484318
1589343723,53.7152591,91.4547447
1589343897,53.7154889,91.4546626
1589343947,53.7155458,91.454497
1589343937,53.7155208,91.4542198
1589343696,53.7152337,91.4554249
1589343769,53.7153248,91.4553941
1589343612,53.7151744,91.453908
1589343892,53.7154863,91.4585494
1589343868,53.7154699,91.4583601
1589343777,53.7153507,91.4573174
1589343549,53.7151015,91.4514747
1589343381,53.7149625,91.451725
1589343209,53.7148372,91.4518598
1589343087,53.7147552,91.4519984
1589343047,53.7147438,91.4521947
1589343133,53.7147848,91.4527337
1589343238,53.7148532,91.452803
330779259,53.7145952,91.4509044
1589343240,53.7148577,91.4509588
1589343435,53.7149944,91.4511706
1589343666,53.71522,91.4518559
1589343755,53.715302,91.4522063
1589343782,53.715359,91.4528338
1589343548,53.7150992,91.4528569
1589762098,53.7234379,91.4425985
8241193506,53.7234731,91.4430142
1589762110,53.7234818,91.4431264
1589762120,53.7234947,91.4432797
1589761969,53.7230274,91.4434293
1589761966,53.7230103,91.4432593
1589761956,53.7229987,91.4431463
1589761951,53.7229523,91.442708
1589761949,53.7229217,91.4424185
1589761926,53.7227128,91.4424837
1516237057,53.7190356,91.4630588
8474365340,53.7192563,91.4630034
8944712602,53.7202214,91.4627556
1590352958,53.7203045,91.46273
8173449766,53.7190643,91.4634513
10172683640,53.7191274,91.4641436
1589993807,53.7191362,91.4642474
330779545,53.7192443,91.4654143
330779130,53.7185811,91.4582454
8086586995,53.7186424,91.4588858
1589993822,53.7187958,91.4605163
1589925018,53.7208167,91.44801
1589925023,53.7209353,91.4486496
1589925031,53.7210401,91.4489722
1589925046,53.7211674,91.4489595
1589925069,53.7213321,91.4489406
1589925112,53.7217859,91.4519268
1589925099,53.7216377,91.4519738
1589925095,53.7216166,91.4517591
1589925101,53.721651,91.4516271
1589925111,53.721774,91.4515835
1589925125,53.7218083,91.4516135
1589925154,53.7228887,91.4512107
8246768911,53.7228327,91.4512305
1589925129,53.7218151,91.4515913
1589925115,53.7217939,91.4516607
1589925119,53.7218005,91.4518508
1589925121,53.7218051,91.4520672
1589925131,53.7218878,91.4526738
1589932741,53.7216939,91.4563359
1589932739,53.7215466,91.4565727
1589932735,53.7212562,91.4566617
1589932734,53.7212303,91.4563916
1589932732,53.7210419,91.4564499
1589932740,53.7215856,91.4571063
7370288420,53.7215686,91.4568788
1589932738,53.7215384,91.4564598
1589932737,53.7214837,91.4560146
1589932736,53.7213383,91.4560511
8095606612,53.7202726,91.4492439
1589936542,53.7204997,91.4491564
1589936543,53.720572,91.4490532
1589936544,53.7206982,91.4490171
330948401,53.7232155,91.4538351
1590347140,53.7231431,91.4538635
330792286,53.7230582,91.4538969
6311059519,53.720779,91.4529684
1589960527,53.7210846,91.4528506
1589960526,53.7210342,91.4523957
1589993804,53.718677,91.4615036
8123382274,53.7182526,91.4616361
1589993737,53.7182401,91.46164
1589993592,53.716296,91.4620588
1589993586,53.716209,91.4609134
1589993646,53.7170362,91.4648499
330976473,53.7179238,91.4646076
8474365386,53.7183219,91.4644893
8474365388,53.7186854,91.4643813
8173449769,53.7189176,91.4643123
1589993696,53.7175234,91.4621982
1589993663,53.7171654,91.4622106
1589993651,53.7170412,91.4620254
1589993627,53.7166271,91.4649808
1590058391,53.7164481,91.4650469
7106877178,53.7161458,91.4651569
8086789340,53.7160366,91.4652017
1589993554,53.7159834,91.4652236
8086789338,53.7155418,91.4652982
330779461,53.7154533,91.4653132
1589993657,53.7171068,91.4602268
1589993659,53.7171264,91.460581
1589993640,53.7168561,91.4607004
1589993801,53.7185955,91.4605775
1589993819,53.7187487,91.4622497
1589993777,53.7186494,91.4626993
1589993693,53.7174186,91.461046
1589993665,53.7171946,91.4611119
1589993645,53.7169998,91.461223
1589993644,53.7169292,91.4614905
1589993688,53.7173527,91.4601811
1589993642,53.7169024,91.4602313
1589993637,53.7168293,91.4594206
1590058408,53.7167822,91.4625758
1590058409,53.7168106,91.4627571
1590058419,53.716912,91.4627867
9298389241,53.7169348,91.4629645
1589993643,53.7169426,91.4630258
10172992132,53.7186603,91.4605577
1589993764,53.7183052,91.4606661
1589993735,53.7181828,91.4592222
1589993692,53.7173782,91.4594252
1589993762,53.7182865,91.4627325
8123613646,53.7182758,91.4625318
9298389242,53.7182726,91.4624872
8123613647,53.718268,91.4624228
1589993757,53.7182882,91.4621658
1589993755,53.7182855,91.4620172
8123382275,53.7181978,91.4612886
1589993734,53.7181711,91.4610666
1589993546,53.7159685,91.4621377
1589993598,53.7163547,91.4628667
1589993596,53.7163841,91.4631776
1589993613,53.7164527,91.4631021
1589993635,53.7165077,91.4629995
1589993727,53.7180907,91.462153
1589993724,53.7178204,91.462153
8123373746,53.7175216,91.4621783
8123373750,53.7174216,91.4610786
1589993673,53.7173042,91.4596264
1589993675,53.7173407,91.4590379
1589993472,53.7148972,91.4598924
1589993474,53.7149935,91.4596367
1589993519,53.7157354,91.4594833
1589993521,53.7157841,91.4602518
1589993542,53.7159175,91.4617286
1589993561,53.7160246,91.4626719
1589993556,53.7159908,91.4627196
1589993497,53.7152066,91.4629843
1590006848,53.7223635,91.456923
1590353073,53.7223976,91.4570745
1590353075,53.7224095,91.4571203
1590353078,53.7224221,91.4571603
1590006851,53.7224387,91.4572023
1590006852,53.7224558,91.4572382
1590006854,53.7225305,91.4573621
1590006856,53.7225453,91.4573984
1590006858,53.7225549,91.4574436
1590006859,53.7225631,91.4575038
1590006861,53.7225672,91.4575664
1590006862,53.7225741,91.4578373
1590006863,53.7225849,91.4579472
1590006865,53.7226095,91.4581024
1590006868,53.7226328,91.4582182
1590006870,53.7226781,91.4583803
1590006871,53.7226985,91.458468
1590006872,53.7227172,91.4585693
1590353083,53.7227309,91.4586644
1590006875,53.7227554,91.4588343
1590353091,53.7229147,91.4600703
1590353125,53.7230416,91.4610607
1590006877,53.7231184,91.4616428
1590006879,53.7231376,91.4618031
1590006829,53.7211722,91.4572617
1590353032,53.7211939,91.4574339
1590353033,53.7212138,91.457593
1590353034,53.7212206,91.4576305
1590353035,53.7212303,91.4576707
1590058346,53.7149595,91.4661621
1590058345,53.7149498,91.4664018
1590058443,53.7174649,91.4629024
1590058441,53.7174943,91.4631608
1590058447,53.7175629,91.4640855
1590058340,53.7146199,91.4655807
1590058339,53.7145757,91.4652017
1590058343,53.715104,91.465044
9128928840,53.7150688,91.4646921
8697244658,53.7150336,91.4643401
9298389243,53.7176133,91.46286
8474365401,53.7178684,91.4628033
8173449768,53.7188469,91.4628834
1590075074,53.7158574,91.4492828
330778036,53.7160727,91.4465483
1590075340,53.7168075,91.4463382
1590075562,53.7177274,91.451521
8082991250,53.7177722,91.4520599
8082991246,53.7177958,91.4523444
8082991245,53.7178073,91.4524827
1590075569,53.7178298,91.4527528
1590075203,53.7163481,91.4528894
1590075133,53.716034,91.4530158
1590075529,53.7173896,91.4527251
1590075513,53.7173404,91.452521
1590075431,53.7171009,91.4523687
1590075533,53.7174081,91.4578906
1590075515,53.7173733,91.4578249
1590075505,53.7173036,91.457164
1590075384,53.7169947,91.4569614
1590075361,53.7169146,91.4561225
1590075353,53.716847,91.4552643
1590075543,53.7175289,91.4564477
1590075504,53.7173016,91.4565238
1590075432,53.7171091,91.4545723
1590075509,53.717321,91.4545138
1590075430,53.7170986,91.4569382
1590075436,53.7171194,91.4572747
1590075408,53.7170764,91.4573889
1590075438,53.7171194,91.4578595
1590075477,53.7172109,91.4503105
1590075454,53.7171679,91.4499437
1590075426,53.7170983,91.4499576
8082980146,53.7170831,91.4497975
1590075405,53.7170686,91.4496551
1590075507,53.7173112,91.4495942
1590075263,53.7165439,91.4523895
1590075311,53.7167077,91.4523168
1590075349,53.7168347,91.4519327
1590075344,53.7167425,91.4514193
1590075143,53.7160724,91.4474662
1590075356,53.7168669,91.4472378
8082990377,53.7170001,91.4473632
1590075398,53.7170348,91.4473959
1590075444,53.7171249,91.4483643
1590075357,53.7168914,91.4484524
10096657740,53.7181747,91.456697
1590075603,53.7183017,91.457956
1590075535,53.717439,91.4581844
1590075338,53.716804,91.4583578
1590075255,53.7165133,91.4584062
1590075568,53.717809,91.4501167
8132956911,53.7173948,91.450255
1590075422,53.7170942,91.450352
1590075359,53.7168996,91.4504247
1590075363,53.7169242,91.4506738
1590075225,53.7164102,91.4508572
1590075599,53.7180443,91.4527253
8082982563,53.7180285,91.4527273
1590075547,53.7176517,91.4526594
1590075448,53.71715,91.4528116
8123327115,53.7171551,91.4528828
1590075479,53.7172135,91.4537044
1590075605,53.7184318,91.4566335
1590075602,53.7181684,91.454101
1590075564,53.7177398,91.4542055
1590075503,53.7173016,91.4543335
8123330912,53.7175064,91.4562383
1590075560,53.717664,91.4564062
1590075539,53.7174838,91.4578041
1590075545,53.7175596,91.4577418
1590075601,53.7180531,91.4576277
1590075596,53.717965,91.4567488
1590075174,53.7162367,91.451694
6754429742,53.7163607,91.4530247
6503425437,53.7165439,91.452985
1590075322,53.7167426,91.4561674
1590075289,53.7166259,91.4561294
1590075222,53.7163986,91.4560948
1590075199,53.7163331,91.4553681
1590075373,53.7169412,91.4552332
330696249,53.7170215,91.4415957
1590075329,53.7168722,91.4416452
7950463607,53.7168013,91.4417088
1590075330,53.7167788,91.4418157
1590075321,53.7167413,91.4418278
7950449072,53.7166553,91.4418805
1590075233,53.7165665,91.4420042
1590075201,53.7166066,91.4424418
1590075590,53.7179305,91.4514634
8082985430,53.7179145,91.4514679
8082972668,53.7174439,91.4515784
1590075485,53.7172319,91.4516213
1590075446,53.717148,91.4513376
1590075371,53.7169391,91.4512961
1590075279,53.7165992,91.4515694
1590075105,53.7159337,91.4517909
8100821556,53.7221979,91.4439468
1590315152,53.7222013,91.4439819
1588356802,53.7222363,91.4443393
8341103755,53.7223415,91.4454125
8292204002,53.7223564,91.4455638
8105326961,53.7225278,91.4473127
330792289,53.722546,91.4474982
8105326972,53.7225622,91.4476572
8246792934,53.7227545,91.4495403
330792288,53.7227564,91.4495587
6311059521,53.7227697,91.44972
330792287,53.7228747,91.4509897
8236231749,53.7229228,91.4517514
8236231755,53.7229897,91.4528118
8236231757,53.7229906,91.4528256
8253545558,53.7230403,91.453613
1589932746,53.7233871,91.4562299
1590315161,53.7233966,91.456297
330779158,53.723413,91.4564125
330948405,53.7235714,91.4563536
1590315163,53.723555,91.4562403
1589932747,53.723545,91.456179
8107345237,53.7234135,91.4552615
1590315160,53.7232451,91.4541027
1590315159,53.7232278,91.4539691
1590315158,53.7232042,91.4536681
1590371186,53.7231999,91.4535936
8110035789,53.723198,91.4535598
8107345234,53.7231946,91.453501
1590315157,53.7231093,91.4520107
8246768901,53.7230813,91.4515343
330948396,53.7230556,91.4510977
8107347186,53.723008,91.4503954
1590315156,53.7229803,91.4499879
330948395,53.7229453,91.449583
8110035792,53.7229351,91.4494833
8105326970,53.7227435,91.4476063
330948391,53.7227273,91.4474472
8105326960,53.7227079,91.4472598
8292204003,53.7225262,91.4455072
1593781410,53.7224332,91.4446097
8100821555,53.7223594,91.4438988
1590315154,53.7223331,91.4436487
1590075023,53.7156935,91.4502275
1590075058,53.7158021,91.4501929
1590075099,53.7159188,91.451269
1590317124,53.7168253,91.4491481
8111282350,53.7168511,91.4491032
1590317147,53.7174074,91.4489676
8105326984,53.7179213,91.4488381
8082980153,53.7181269,91.4487645
989836260,53.7181409,91.4487595
8340902423,53.7190068,91.4485233
8105326993,53.7199995,91.4482471
8110054124,53.7201949,91.4481876
8105326990,53.720224,91.4481783
8341103766,53.7216811,91.4477569
8105326964,53.722464,91.4475226
1590006845,53.721821,91.4622548
8944712604,53.7218454,91.4625004
10172683626,53.7218651,91.4628539
4049502239,53.7218847,91.4633205
10172683622,53.7218932,91.4636077
10172990049,53.7219071,91.4641742
8192604763,53.7219197,91.4646874
4049542314,53.721968,91.4666795
330970744,53.7219974,91.4678604
1590353029,53.7211543,91.4574481
1590353015,53.7207283,91.4576015
1590353012,53.720688,91.4576198
1590353009,53.7206576,91.45764
1590353006,53.7206329,91.4576644
1590353004,53.7206203,91.4576861
1590353000,53.7206096,91.457718
1590352998,53.7206066,91.4577456
1590352999,53.7206079,91.4577808
1590353001,53.7206164,91.4578479
1590353030,53.7211792,91.4576454
1590353047,53.7215185,91.4572937
1590353061,53.7220554,91.4570992
1590352971,53.7204113,91.4581734
1590353026,53.720808,91.4594625
1590353039,53.7214531,91.4592288
1590352996,53.7205625,91.4576379
1590352978,53.7204267,91.4582961
1590353058,53.7220181,91.4613823
1590371633,53.7218051,91.4597545
1590353051,53.7216041,91.4604508
1590353048,53.72152,91.4604769
1590353022,53.7209348,91.4606588
1590353099,53.7222784,91.4613089
1590353076,53.7222882,91.461475
10099741847,53.7220416,91.4615531
1590353120,53.723076,91.4572746
8011637011,53.7234013,91.4571592
1590353187,53.7235143,91.4571188
1590353071,53.7223551,91.45709
1590353062,53.7220675,91.4571941
1590353127,53.7230923,91.4585
1590353136,53.7231259,91.4585689
1590353143,53.7231491,91.4586403
1590353148,53.7231621,91.4586803
1590353116,53.7230565,91.4600229
1590353102,53.7230262,91.460033
1590353094,53.7229552,91.4600568
1590353122,53.723074,91.460045
1590353145,53.7231521,91.4601441
1590353156,53.7231907,91.4604238
1590353205,53.7238618,91.4595428
1590353203,53.723759,91.4595832
1590353194,53.723583,91.4596526
1590353202,53.7237237,91.4607067
1590353195,53.7235898,91.4607563
1590353130,53.7231019,91.4584123
1590353135,53.7231212,91.4582527
1590353138,53.7231345,91.458175
1590353153,53.7231856,91.4579299
1590353084,53.7228045,91.4586361
1590353085,53.7228373,91.4584754
1590353088,53.722884,91.4583438
1590353089,53.7228901,91.4582986
1590353087,53.7228649,91.4580714
1590353204,53.7237638,91.4588591
1590353201,53.723719,91.4588775
8011637014,53.7236585,91.4589024
1590353199,53.7236254,91.458916
1590353191,53.7235229,91.458934
1590353183,53.7233994,91.4589802
1590353053,53.7217484,91.4616585
1590353052,53.7217059,91.461671
1590353023,53.7209669,91.4618873
1590353021,53.7209027,91.4617083
1590353018,53.7208425,91.4617243
1590353059,53.722035,91.4569379
1590353060,53.7220496,91.4570529
1590353066,53.7221862,91.4581311
1590353086,53.7228531,91.4586175
1590353090,53.7228918,91.4586026
1590353200,53.7237065,91.4584597
8011637013,53.7236005,91.4585094
1590353192,53.723574,91.4585218
1590353180,53.7233791,91.4586181
1590353167,53.7232633,91.4586616
10172992128,53.7204504,91.4580478
1590352997,53.7205677,91.4575948
1259330628,53.7205661,91.4575539
1259331058,53.7205587,91.4574942
1590353092,53.7229462,91.458772
1590353095,53.7229664,91.4588357
1590353106,53.7230381,91.4593674
1590353109,53.7230432,91.4594433
1590353114,53.7230548,91.4599617
1590353198,53.7236095,91.4577833
8011637012,53.723499,91.4578215
1590353185,53.7234639,91.4578336
1590353140,53.7231378,91.4575911
1590353129,53.7230992,91.4574793
1590353123,53.7230771,91.4573146
8258135280,53.7230716,91.4571219
1590353104,53.7230312,91.4567862
1590353014,53.7207598,91.4625855
10172992134,53.7207414,91.462381
1590353002,53.720661,91.4614873
1590352963,53.7202979,91.4615989
1590352951,53.7203242,91.4618828
1590352949,53.7202459,91.4620775
10172992135,53.7202863,91.4625279
1590371059,53.7190141,91.4580958
1590371060,53.7190279,91.4582239
1590371069,53.7190368,91.4583239
1590371109,53.7191098,91.4591504
1590371159,53.7192389,91.4591867
1590371195,53.7193542,91.459219
1590371200,53.7193934,91.4592385
1590371234,53.719528,91.4593466
1590371263,53.7195691,91.4593604
1590371384,53.719856,91.4593512
1590371214,53.7194527,91.4598588
1590371217,53.7195113,91.4605725
1590371265,53.7195697,91.4612334
1590371281,53.7195815,91.4612858
1590371304,53.7196309,91.4613957
1590371318,53.7196595,91.4614924
1590371332,53.7196725,91.4616923
1590371331,53.7196647,91.4617451
1590371305,53.71964,91.4617934
1590371287,53.7196075,91.4618198
1590371253,53.7195633,91.461833
1590371209,53.7194176,91.4618374
1590371602,53.7215349,91.4598715
1590371625,53.7217533,91.4597857
1590371732,53.7222562,91.4603522
1590371719,53.7221456,91.4595177
1590371198,53.7193648,91.4606095
1590371095,53.7190884,91.4583042
1590371260,53.7195661,91.4581223
1590371052,53.7189577,91.4583537
1590371040,53.7189209,91.4584208
1590371037,53.7189164,91.4584571
1590371054,53.7189599,91.4589757
1593781421,53.7228355,91.4444821
1593781416,53.7228002,91.4441543
8122771709,53.7227602,91.444506
1593781508,53.7233929,91.4443038
1589761847,53.7224574,91.4436057
4049536012,53.7232743,91.4617557
10099741839,53.7233055,91.4620241
10172670116,53.7233443,91.4623577
4049536013,53.7234066,91.462894
8166861792,53.7233209,91.4638198
10170849081,53.7233692,91.4641799
8166861793,53.7234752,91.4649821
4049536022,53.7234932,91.4652609
4049502240,53.7215536,91.4633726
4049502241,53.7215309,91.4629557
10172990048,53.7215759,91.4641947
10172990047,53.7215777,91.4648057
10172990046,53.7214084,91.4650053
10172990045,53.721405,91.4652474
4049542303,53.7211832,91.4654478
4049542304,53.7209239,91.4654679
4049542305,53.7208966,91.465531
10172990050,53.7208979,91.4657782
10172990051,53.7211312,91.4657638
10172990052,53.7211312,91.4656544
10172990053,53.7213522,91.4656462
4049542299,53.7208628,91.4647011
4049542307,53.7208749,91.4652128
10172990044,53.7210729,91.4652047
4049542301,53.721174,91.4649791
10172990043,53.7207447,91.4645527
4049542309,53.7204537,91.4645533
4049542310,53.7204589,91.4653461
4049542311,53.7207753,91.4653364
4049542312,53.7204304,91.4641755
4049542313,53.7198426,91.4642093
4049542315,53.7218019,91.4666946
10172990041,53.7217214,91.4668627
4049542316,53.7217244,91.4671916
4049542317,53.721392,91.4672084
1590075156,53.7161563,91.449051
4206176111,53.716163,91.4491146
4206176112,53.7163306,91.4490738
1589919790,53.718535,91.4577456
8944712607,53.7185494,91.4578965
330779101,53.7148449,91.4593755
1590006842,53.7214236,91.4589616
1590006843,53.7215246,91.4597853
1590353050,53.7215654,91.4601265
1590006844,53.7217951,91.4620486
1590371655,53.7219098,91.4596598
1590371674,53.7219695,91.4596163
1590371696,53.7220243,91.4595815
1590371705,53.7220708,91.45955
1590371711,53.7220997,91.459535
1590371763,53.7225567,91.4593621
1590371770,53.7226673,91.4601966
1590353049,53.7215674,91.4579748
1588406472,53.7183704,91.4559715
8118434495,53.7183773,91.4560458
8082956390,53.7184297,91.4566113
1590352990,53.7205004,91.4588827
1590352965,53.7204964,91.4593162
1590352935,53.7200191,91.4595191
1590352884,53.7199559,91.4590783
6311059504,53.7204888,91.4587905
1588592722,53.7195109,91.4433685
5877966964,53.719785,91.4433885
5877966965,53.7198273,91.4438488
5877980926,53.718596,91.4529216
5877980927,53.7187899,91.4528687
5877980928,53.718884,91.4528455
5877980930,53.7193757,91.4515864
8082982565,53.7187781,91.4516375
5877980931,53.7187365,91.4510128
8012186710,53.7192113,91.451465
8118434498,53.7183277,91.4555615
8082956387,53.7183331,91.4556103
5899016360,53.7209135,91.4602919
5899016361,53.7207905,91.4602111
5899016362,53.7205104,91.4602977
1589919793,53.7188338,91.4608978
8474365355,53.7188878,91.460884
5899016363,53.7190261,91.4608473
8474365345,53.7190998,91.4608223
8474365342,53.7192044,91.4607869
5899016364,53.7192912,91.4607173
5899033489,53.719497,91.4432512
5899033490,53.7193407,91.4433062
10074634295,53.7168858,91.4428403
5899058905,53.716967,91.4436178
5899058906,53.7168749,91.4442166
5899058907,53.7169244,91.444765
5899058908,53.7170861,91.4448314
8082985509,53.7170156,91.4441135
5899058909,53.7171807,91.4457235
8082953886,53.7172435,91.4456956
5899058910,53.7174017,91.4456423
1516236925,53.7176768,91.4486477
8105326975,53.717686,91.4487512
8105326978,53.7177182,91.4491099
8118434501,53.7180345,91.452617
8082990620,53.7180681,91.4529889
5899065426,53.7183531,91.4442959
5899065427,53.7177809,91.4444303
5899065428,53.7177483,91.4439471
5950855386,53.7181382,91.4606987
5950855385,53.7179625,91.4607343
8123365231,53.7181398,91.4607161
8123365230,53.7181561,91.4608992
1590075262,53.7165419,91.4534518
1590075280,53.7166012,91.4542165
1590075234,53.7164395,91.4545625
8111283176,53.7170299,91.452846
7106877151,53.7165391,91.4627688
7106877152,53.7165077,91.462252
7106877153,53.7163988,91.4610664
7106877154,53.7163213,91.4609107
7106877155,53.7162312,91.4606346
7106877156,53.7161663,91.4604647
7106877158,53.716093,91.4599493
7106877159,53.7159675,91.4598509
1589993505,53.7152652,91.4634798
7106877161,53.7153408,91.4642164
7106877162,53.7155861,91.4641243
7106877163,53.7156909,91.4638978
7106877175,53.7159888,91.463807
7106877164,53.7163297,91.4637031
7106877165,53.7164323,91.4638341
7106877166,53.7163485,91.4639827
7106877167,53.7163841,91.4642729
7106877168,53.7164239,91.4643685
7106877169,53.7164323,91.4645808
7106877177,53.7163947,91.4645925
7106877176,53.7160945,91.4646855
7106877170,53.7157654,91.4647908
7106877171,53.7154038,91.4648304
7106877172,53.7156406,91.4641809
7106877173,53.7157097,91.4642127
7106877174,53.7157411,91.4645065
7106877179,53.7165559,91.4637916
7106877180,53.7166606,91.4648569
7411099981,53.718823,91.4479426
1588312236,53.7188025,91.4476355
1588312238,53.7188106,91.4473738
1588312233,53.7187208,91.4467182
8082933056,53.7173834,91.4454429
8045721383,53.7213452,91.4582832
8045721384,53.7207183,91.4584978
8061299948,53.719539,91.4439854
8061299951,53.7196018,91.4439692
8061271996,53.7196217,91.4439641
8082878295,53.7181022,91.4483048
8082878296,53.7180339,91.4473795
8082878297,53.717818,91.4474408
8166861778,53.7186199,91.4491158
8082980152,53.7181675,91.4492381
8107328127,53.7218022,91.4590306
8107345235,53.7235366,91.453386
1590371188,53.723618,91.4533587
8107345236,53.723713,91.4551284
1590338414,53.7235444,91.4466002
8107403283,53.7234791,91.4468729
8107403284,53.7230269,91.4470071
8107403285,53.7229884,91.4465883
8110054123,53.7201243,91.4474543
8110054127,53.7201522,91.447736
8341103775,53.7201769,91.4479972
8100821562,53.7214118,91.4437446
8110392037,53.7213083,91.4427479
8383620881,53.7212255,91.442773
8383620883,53.7213288,91.4437688
8111274853,53.7164829,91.4493692
8111282347,53.7168341,91.4485361
8111282348,53.7166922,91.4486357
8111282349,53.7167644,91.4489935
8111282351,53.7169448,91.4463265
8123140557,53.7168352,91.4458148
8123140556,53.7164635,91.445913
8123140555,53.7161051,91.4460077
8111282352,53.7160481,91.4460228
